,position,company_name,rating,location,date_listed,salary
377,Service Level Management Analyst - NATO,Galorath Inc.,,Bergen,16 dagen geleden,
378,(Junior) Risk Analyst bankensector,Walters People,"3,1",Gent,Meer dan 30 dagen geleden,
379,REWARD SURVEY ANALYST AND COORDINATOR,Hays,"3,6",Brussel,Meer dan 30 dagen geleden,
380,MARKET RESEARCH CONSULTANT,Trilations,"4,8",Kontich,Meer dan 30 dagen geleden,
381,IT Controller,Eurofins,"3,1",Brussel,Meer dan 30 dagen geleden,
382,Kwantitatief analist(e) interne modellen - banken (V/M/X),NBB,,Brussel,3 dagen geleden,
383,Data Architect,Thaleria,,Brussel,Meer dan 30 dagen geleden,
384,Contract Management Officer,Everis,,Brussel,Meer dan 30 dagen geleden,
385,Business Analyst SAP HR,Infrabel,"3,9",Brussel,18 dagen geleden,
386,Solution Design Support Consultant Integration,OMP,,Antwerpen (stad),Meer dan 30 dagen geleden,
387,Insight Innovation Lab,UCB S.A.,"3,8",Anderlecht,Meer dan 30 dagen geleden,
388,Business Analyst Away From Home Field BNL,PepsiCo,"3,8",Zaventem,17 dagen geleden,
389,Incident Analyst,Avertim,,Brussel,Meer dan 30 dagen geleden,
390,Business intelligence analist jr. (m/v),OCMW ANDERLECHT,"3,9",Anderlecht,2 dagen geleden,
391,Pricing Analyst /X (H/F),THE CONSULTANTS,,Berchem,Meer dan 30 dagen geleden,
392,Cream Consulting - Functional Analyst,Cream Consulting,,Brussel,13 dagen geleden,
393,Advanced Analytics DMSO Translator (Belgium or Switzerland),UCB S.A.,"3,8",Eigenbrakel,Meer dan 30 dagen geleden,
394,Business / Process Analyst Regulatory,Dynafin Consulting,,Brussel,Meer dan 30 dagen geleden,
395,Pricing Analyst (m/w) (H/F),THE CONSULTANTS,,Berchem,Meer dan 30 dagen geleden,
396,Solutions Architect (H/F/X) GENT,Cooder,,Gent,10 dagen geleden,
397,Statistician,Keyrus Life Science,,Waals-Brabant,Meer dan 30 dagen geleden,
398,Business Analyst (H/F),Modis,"3,6",Brussel,6 dagen geleden,
407,Salesforce Technical Analyst/Architect,Ubique Systems UK Limited,,Brussel-Hoofdstad,6 dagen geleden,
408,Senior Functional Analyst,Anankei,"4,8",Zaventem,Zojuist geplaatst,
410,Strategic Account Manager - Retail,Salesforce,,Zaventem,Meer dan 30 dagen geleden,
417,Senior Digitale Marketeer,Tunity,,Geel,Meer dan 30 dagen geleden,
425,Senior Consultant Customer,Bluecrux,,Mechelen,Meer dan 30 dagen geleden,
429,Business Analyst - European Commission,Everis,,Brussel,Meer dan 30 dagen geleden,
439,BI - Application Analyst,Compusearch,,Brussel,Meer dan 30 dagen geleden,
447,Senior Engineer Analyst,Stanley Black & Decker,"3,6",Edingen,26 dagen geleden,
450,DATA ANALIST - Interne rol !,Eyetech Solutions,"4,8",Sint-Truiden,17 dagen geleden,€24.000 - €55.000 per jaar
455,FREELANCE BI ANALYST / MIG6 + SQL,Eyetech Solutions,"4,8",Gent,Meer dan 30 dagen geleden,€450 - €550 per week
456,Business Analyst,CIBG,,Brussel,Meer dan 30 dagen geleden,
464,Master Data Guardian Material,Barry Callebaut,"3,5",Lebbeke Wieze,Meer dan 30 dagen geleden,
465,Risk Analyst,Viavera Recruitment,,Brussel-Hoofdstad,Meer dan 30 dagen geleden,
466,BI Master Data Analyst,ADESA Europe NV,,Tienen,Meer dan 30 dagen geleden,
468,Development specialist UCMDB,Colruyt Group,"3,9",Halle,Meer dan 30 dagen geleden,
469,Senior Lab analyst / Project Manager (Braine-l'Alleud),Eurofins Belgium Professional Scientific Services,,Eigenbrakel,20 dagen geleden,
470,Financial Planning & Data Analyst,Michael Page BE,"3,5",Brussel,Meer dan 30 dagen geleden,
471,"Master Data Manager - Puurs-Sint-Amands, Belgium",Fedrus International,,Sint-Amands,Meer dan 30 dagen geleden,
472,UI Designer,AXA Belgium,"3,9",Brussel,Meer dan 30 dagen geleden,
473,Data Engineer,TVH GROUP,"3,7",Waregem,Meer dan 30 dagen geleden,
474,Business analyst,Bridgers,,Brussel,Meer dan 30 dagen geleden,
475,Application Analyst – Developer (m/v/x),Lamifil,,Hemiksem,Meer dan 30 dagen geleden,
476,M3 ERP Financial Business Analyst,Kemin,,Herentals,Meer dan 30 dagen geleden,
478,Data Migration Engineer (Azure),Anankei,"4,8",Brussel,17 dagen geleden,
479,Talencia Consulting - SAS Analyst Developer,Talencia Consulting,,Brussel,20 dagen geleden,
480,Analyst Programmer - ESB Integrator,CIBG,,Brussel,Meer dan 30 dagen geleden,
481,Category Insights Analyst,Aldi,"3,4",Erpe-Mere,Meer dan 30 dagen geleden,
483,SAP Functional Analyst,CIBG,,Brussel,Meer dan 30 dagen geleden,
485,Backend Developer,Skipr,,Bruxelles Ixelles,Meer dan 30 dagen geleden,
486,Functional Analyst - BIREC,EGOV Select,,Brussel,6 dagen geleden,
487,Lead IT Business Analyst,Enginium Group,,Hasselt België,21 dagen geleden,
488,Compliance Analyst (Sanctions & RFI's),Gentis Recruitment,,Brussel,Meer dan 30 dagen geleden,
489,Data Product Owner / BA,Inavise IT,,Brussel,Meer dan 30 dagen geleden,
490,Breeding Informatics Product Owner,BBCC - Business Belux (Branch),,Gent,Meer dan 30 dagen geleden,
491,Functioneel Analisten ( VDAB) via Vlaanderen connect.,Vlaanderen Connect.,,Brussel,Meer dan 30 dagen geleden,
492,Data Management Analyst,Pauwels Consulting,"3,3",Brussel,Meer dan 30 dagen geleden,
493,Business & Risk Controller/Financial data analyst,Viavera Recruitment,,Brussel,Meer dan 30 dagen geleden,
494,Functional Analyst (medior/senior),asUgo,,Brussel,10 dagen geleden,
496,Informatica - Docent data-analist (Antwerpen),Syntra AB,,België,Meer dan 30 dagen geleden,
497,Application Analyst BI - Finance,Ypto NV,,Anderlecht,Meer dan 30 dagen geleden,
498,Voice of the Customer Expert,delaware,"3,8",Gent,Meer dan 30 dagen geleden,
499,Data Analyst,Viavera Recruitment,,Borsbeek,21 dagen geleden,
500,Segmentation & Category Manager,Generations Recruitment,,Brussel,Meer dan 30 dagen geleden,
501,Internal Account Manager,Barry Callebaut,"3,5",Lebbeke Wieze,Meer dan 30 dagen geleden,
502,Medior Functional Analyst (H/F),Mevr. Yannina Henderieckx,,Leuven,Meer dan 30 dagen geleden,
504,BUSINESS REPORTING ANALYST,Roularta Media Group,"3,5",Roeselare,Meer dan 30 dagen geleden,
505,Sales & Marketing Coordinator - Belgium,Opel Vauxhall Finance,,Brussel,Meer dan 30 dagen geleden,
506,Business Analist (AIV) via Vlaanderen connect.,Vlaanderen Connect.,,Gent,Meer dan 30 dagen geleden,
509,DATA ANALIST - Interne rol!,Eyetech Solutions,"4,8",Tessenderlo,Meer dan 30 dagen geleden,€24.000 - €55.000 per jaar
510,Actuarieel analist,Christelijke Mutualiteit,"3,5",Schaarbeek,Meer dan 30 dagen geleden,
511,EU Policy Advisor Financial Services,Fleishman-Hillard,,Brussel,Meer dan 30 dagen geleden,
512,Business/Functional Analyst: Energy Production & Maintenance,alti.cernum,,Sint-Stevens-Woluwe,Meer dan 30 dagen geleden,
520,Business/Functional Analyst: ETRM,alti.cernum,,Sint-Stevens-Woluwe,Meer dan 30 dagen geleden,
521,Business Systems Analyst Oracle,Graco,"3,8",Maasmechelen,Meer dan 30 dagen geleden,
522,IT Product Owner Retail Supply Chain,Standaard Boekhandel,"4,0",Sint-Niklaas,Meer dan 30 dagen geleden,
523,Technical Consultant,Sofico nv,,Zwijnaarde,Meer dan 30 dagen geleden,
524,Senior Service Delivery Analyst Proactive Solutions Benelux...,Goodyear,"3,7",Kontich,Meer dan 30 dagen geleden,
525,FREELANCE BI ANALYST / SAP BO + BW + MDG,Eyetech Solutions,"4,8",Brussel,Meer dan 30 dagen geleden,
527,Technical Analyst Salesforce,TiTANS,,Brussel,Meer dan 30 dagen geleden,
529,BI ANALYST | Road to Data Science,Eyetech Solutions,"4,8",Brussel,Meer dan 30 dagen geleden,€35.000 - €55.000 per jaar
530,Data Analyst,D-Network,,Vlaams-Brabant,Meer dan 30 dagen geleden,
531,Product Owner,Aprimo LLC,,Gent,Meer dan 30 dagen geleden,
532,BUSINESS INTELLIGENCE ANALYST - Une carrière stable,Eyetech Solutions,"4,8",Luik (stad),Meer dan 30 dagen geleden,
533,SAS Practice Lead (H/F),Antoine Biemans,,Machelen,Meer dan 30 dagen geleden,
534,UCMDB Development Specialist,Colruyt Group,"3,9",Halle,Meer dan 30 dagen geleden,
535,Analist(e),Jobmatch,,Temse,Meer dan 30 dagen geleden,
536,Category Insights Analyst m/v,Daoust,"3,5",Erpe-Mere,24 dagen geleden,
537,Ossia Conseil - IT Business Analyst Trading,Ossia Conseil,,Brussel,Meer dan 30 dagen geleden,
539,Clinical Solutions Analyst,UCB S.A.,"3,8",Anderlecht,Meer dan 30 dagen geleden,
540,Analyste – Statisticien pour le SPF Santé Publique (m/f/x),Special Federal Forces,,Sint-Gillis,19 dagen geleden,
541,Salesforce Analyst Developer,NetLink Group,,Brussel,Meer dan 30 dagen geleden,
542,Application Analyst BI - Train Maintenance,Ypto NV,,Anderlecht,Meer dan 30 dagen geleden,
543,IT Business Analyst,NetLink Group,,Brussel,Meer dan 30 dagen geleden,
544,Data Analyst,Smals,"3,6",Brussel,Meer dan 30 dagen geleden,
545,Front-End Developer (H/F),Dhr. Kevin Box,,Hasselt België,Meer dan 30 dagen geleden,
546,DIGITAL ANALYST | Agile omgeving,Eyetech Solutions,"4,8",Zedelgem,Meer dan 30 dagen geleden,€40.000 - €60.000 per jaar
547,Analisten,Brunel,"3,9",Mechelen,Vandaag,
548,Business Analyst Industrial Maintenance,Elia,"4,1",Brussel,Meer dan 30 dagen geleden,
549,BUSINESS INTELLIGENCE ANALYST - Secteur Digital,Eyetech Solutions,"4,8",Luik (stad),Meer dan 30 dagen geleden,
550,PMO,Docbyte,,Gent,Meer dan 30 dagen geleden,
552,eBusiness Analyst eBusiness Analyst,NedWorks,,Brussel,Meer dan 30 dagen geleden,
553,Enterprise Architect/Data Analyst,EUROPEAN DYNAMICS,,Brussel,3 dagen geleden,
554,Domain Architect,Materialise,,Leuven,Meer dan 30 dagen geleden,
555,BUSINESS INTELLIGENCE ANALYSTE - Équipe Data | Projets Digit...,Eyetech Solutions,"4,8",Luik (stad),10 dagen geleden,
557,Application Analyst BI - Supply Chain Management,Ypto NV,,Anderlecht,Meer dan 30 dagen geleden,
558,Data Marketing Analyst,D-Network,,Brussel-Hoofdstad,Meer dan 30 dagen geleden,
559,Data Modeler,Sparagus,,Brussel,Meer dan 30 dagen geleden,
561,Product Manager,DataCamp,,Leuven,Meer dan 30 dagen geleden,
562,Analist - Statisticus voor de FOD Volksgezondheid (m/v/x),Special Federal Forces,,Sint-Gillis,19 dagen geleden,
563,Business Process Analyst,Colruyt Group,"3,9",Halle,Meer dan 30 dagen geleden,
565,Agile Functional Analyst,Equalminds,,Edegem,Meer dan 30 dagen geleden,
567,ICT - Business Analist,Mulder Natural Foods,,Beveren (Roeselare),Meer dan 30 dagen geleden,
568,BUSINESS ANALIST,Bakker & Partners,,Antwerpen (stad),Meer dan 30 dagen geleden,
574,STAFMEDEWERKER ANALYSE EN RAPPORTERING,Huis van het Nederlands Brussel vzw,,Brussel,Meer dan 30 dagen geleden,
575,Senior Account Executive – Telco,Salesforce,,Zaventem,Meer dan 30 dagen geleden,
576,Supply Chain Data Supervisor,Noordzee Helikopters Vlaanderen,,Oostende,Meer dan 30 dagen geleden,
578,Applicatie Analist,De Lijn,"3,6",Antwerpen (stad),Meer dan 30 dagen geleden,
579,Docent data-analist,Syntra Midden-Vlaanderen,,Gent,Meer dan 30 dagen geleden,
580,Test integration engineer and Test Automation Engineer,Devoteam Technology Consulting Belgium,,Zaventem,17 dagen geleden,
581,Functioneel analist,Connect-ICT,,Brussel-Hoofdstad,12 dagen geleden,
582,Oracle APEX developer,Inkubis,,Kontich,Meer dan 30 dagen geleden,
583,Sr Business Analist Metering Proces,SERTEC nv via VDAB,,Oost-Vlaanderen,4 dagen geleden,
584,Functional Process Analyst,EGOV Select,,Evere,Meer dan 30 dagen geleden,
585,Enterprise Account Executive,Anaplan,,Brussel,Meer dan 30 dagen geleden,
586,BI Developer (Brussels),Lawrence Harvey,,Brussel,7 dagen geleden,
587,Business Analyst SAP PP (m/f),Deceuninck,"4,1",Hooglede Gits,Meer dan 30 dagen geleden,
588,Analytical Method Validation Consultant M/W/X (H/F),BD LIFE SCIENCES,,Sint-Lambrechts-Woluwe,Meer dan 30 dagen geleden,
589,Software Developer (H/F/X) GENT,Dhr. Paul,,Gent,Meer dan 30 dagen geleden,
591,Contract Management - Legal Officer,Everis,,Brussel,Meer dan 30 dagen geleden,
592,CK-230 Spotfire Senior Consultant,caisma-kmit,,Waver,Meer dan 30 dagen geleden,
593,Cyber Security Analyst,Approach,,Mont-Saint-Guibert,Meer dan 30 dagen geleden,
594,Agile Business Analist,Qframe,,Kontich,Meer dan 30 dagen geleden,
595,Functional/Business Analyst,USG Professionals,"3,6",Anderlecht,11 dagen geleden,
596,Functional analist finance,Atlas Copco Airpower N.V.,,Wilrijk,Meer dan 30 dagen geleden,
597,SAP FICO - PS Functional Analyst French and Dutch Speaker,Alexandra Paul Recruitment LLP,,Brussel-Hoofdstad,4 dagen geleden,
598,Business consultant finance,Ordina Belgium,"3,8",België,Meer dan 30 dagen geleden,
599,Commercial Controller,Michael Page BE,"3,5",West-Vlaanderen,Meer dan 30 dagen geleden,€56.000 per jaar
600,Advanced Analytics Business Translator,UCB S.A.,"3,8",Anderlecht,Meer dan 30 dagen geleden,
601,IT Solution Analyst,Proximus Group,"3,9",Brussel,Meer dan 30 dagen geleden,
602,BUSINESS PROCESS ANALYST - CDI - BRUSSELS,AVANTAGE REPLY,,Brussel,Meer dan 30 dagen geleden,
603,Business Intelligence Analyst,Visser & Van Baars,,Oost-Vlaanderen,Meer dan 30 dagen geleden,
604,Senior Account Executive – Manufacturing,Salesforce,,Zaventem,Meer dan 30 dagen geleden,
605,BI Developer (Business Intelligence),Lawrence Harvey,,Brussel,14 dagen geleden,
606,CYBERSECURITY ANALYST,Cream,,Bruxelles Ixelles,Meer dan 30 dagen geleden,
607,Software Test Specialist (H/F),Dhr. Shenzi Boom,,Strombeek-Bever,Meer dan 30 dagen geleden,
608,Microsoft BI Consultant,Talent International,,Antwerpen (stad),24 dagen geleden,
609,"DATA MANAGER | SQL, Tableau",Eyetech Solutions,"4,8",Waregem,Meer dan 30 dagen geleden,€55.000 - €70.000 per jaar
610,Functional Analyst SAP P2P - O2C,Harvey Nash,,Brussel,4 dagen geleden,
611,Senior Account Executive – Healthcare,Salesforce,,Zaventem,Meer dan 30 dagen geleden,
612,Business/Functional Analyst: Energy & Utility,alti.cernum,,Sint-Stevens-Woluwe,Meer dan 30 dagen geleden,
613,International Key Account Manager,D'Ieteren Auto,"4,2",Zaventem,Meer dan 30 dagen geleden,
614,SCALA Developer (m/w) (H/F),THE PROJECT ENGINEERING COMPANY,,Overijse,Meer dan 30 dagen geleden,
615,Financial Analyst,Robert Half Belgium,"3,9",Brussel,Meer dan 30 dagen geleden,
616,Commercial Excellence Systems and Operations Analyst,Alcon,"3,8",Brussel,Meer dan 30 dagen geleden,
617,Analyste Programmeur H/F,Klanik,,Luik (stad),Meer dan 30 dagen geleden,
618,Test Analyst,Harvey Nash,,Brussel-Hoofdstad,Meer dan 30 dagen geleden,
619,Business Analyst,Harvey Nash,,Waver,Meer dan 30 dagen geleden,
620,Business Process Analyst,Itzu Select,,Geel,Meer dan 30 dagen geleden,
621,IT Business Analyst Mobile telecoms,NetLink Group,,Brussel,Meer dan 30 dagen geleden,
622,Data Analyst (SSRS & QlikSense),Visser & Van Baars,,West-Vlaanderen,Meer dan 30 dagen geleden,
623,Treasury Officer,Colruyt Group,"3,9",Halle,17 dagen geleden,
632,Business Controller (H/F),Malou Englebert,,Groot-Bijgaarden,Meer dan 30 dagen geleden,
633,Salesforce Consultant (H/F),Dhr. Kevin Box,,Hasselt België,Meer dan 30 dagen geleden,
634,Business/Functional Analyst: Energy Trading,alti.cernum,,Sint-Stevens-Woluwe,Meer dan 30 dagen geleden,
635,(senior) BI Analyst,Xplore Group,,Kontich,Meer dan 30 dagen geleden,
636,IT Business Analyst,IT Services Co.,,Brussel,12 dagen geleden,
637,financial analyst,Select,"4,5",Gent,Meer dan 30 dagen geleden,
638,APPLICATION ANALYST,HAYS,"3,6",Brussel,Meer dan 30 dagen geleden,
639,Oracle Developer (H/F),Laura Colson,,Ieper,Meer dan 30 dagen geleden,
640,Analyst-Informatica -Long term ( Freelance or Employee )-Bru...,Sparagus,,Brussel,Meer dan 30 dagen geleden,
641,Functional Analyst with a security background,Sogeti,"3,4",Diegem,Meer dan 30 dagen geleden,
642,Junior Functional Analyst,Smals,"3,6",Brussel,Meer dan 30 dagen geleden,
644,Support Analyst,Compusearch,,Brussel,Meer dan 30 dagen geleden,
645,Digital Product Manager,Pointbreak,,Antwerpen (stad),Meer dan 30 dagen geleden,
646,eBusiness Analyst,NedWorks,,Schaarbeek,Meer dan 30 dagen geleden,
647,SAS Analyst,Smals,"3,6",Brussel,Meer dan 30 dagen geleden,
648,Business Process Manager,Verizon,"3,9",Machelen Diegem,Meer dan 30 dagen geleden,
651,Technical Consultant (H/F),Ellen Segers,,Gent,Meer dan 30 dagen geleden,
652,Security & Privacy Consultant,Infosentry,,Niel,24 dagen geleden,
653,Junior Business Analyst,Visser & Van Baars,,Brussel,Meer dan 30 dagen geleden,
654,Data analyst,Noël Franklin,,Brugge,Meer dan 30 dagen geleden,
655,Business Analyst - Pharmaceutical Company,Michael Page BE,"3,5",Eigenbrakel,Meer dan 30 dagen geleden,
656,Process Analyst,Sparagus,,Brussel,Meer dan 30 dagen geleden,
657,Business Consultant LOP.ai,Bluecrux,,Brussel-Hoofdstad,Meer dan 30 dagen geleden,
658,Projectleider/ Technisch analist,wit-gele kruis,"3,9",Herentals,28 dagen geleden,
659,FINANCIAL ANALYST,James Woodman,"4,8",Beerse,Meer dan 30 dagen geleden,€50.000 - €60.000 per jaar
660,MEDIOR BUSINESS INTELLIGENCE ANALYST - Pharmaceutical/Medica...,Eyetech Solutions,"4,8",Brussel,Meer dan 30 dagen geleden,
661,Revenue Management Consultant,StepUp Consulting,,Leuven,Meer dan 30 dagen geleden,
662,Senior Project Lead LOP.ai,Bluecrux,,Mechelen,Meer dan 30 dagen geleden,
663,Technical Architect,Optis,,Kontich,Meer dan 30 dagen geleden,
664,Financial Analyst Project Team,Robert Walters,"3,6",Brussel,18 dagen geleden,
665,Test Analyst,Datacom Recruitment,,Brussel,Meer dan 30 dagen geleden,
666,JUNIOR/MEDIOR BUSINESS INTELLIGENCE ANALYST - Digital Market...,Eyetech Solutions,"4,8",Luik (stad),Meer dan 30 dagen geleden,
667,Financial Analyst - 10880,"AUSY, a Randstad company",,Waver,4 dagen geleden,
668,Microsoft Infrastructure Analyst – Systems Administrator,Avanade,,Gent,Meer dan 30 dagen geleden,
669,Financial Business Analyst,Robert Walters,"3,6",Brussel,Meer dan 30 dagen geleden,
670,afarax - Project Manager,afarax,,Brussel,10 dagen geleden,
671,Microsoft Dynamics 365 Technical Consultant (H/F),Dhr. Steven Coemans,,Gent,Meer dan 30 dagen geleden,
672,DATA ANALIST - Interne Functie!,Eyetech Solutions,"4,8",Hasselt België,Meer dan 30 dagen geleden,€24.000 - €60.000 per jaar
673,Web Analyst,D-Network,,Brussel-Hoofdstad,Meer dan 30 dagen geleden,
674,Regulatory Affairs Business Analyst/Project Manager,Keyrus Life Science,,Waals-Brabant,6 dagen geleden,
675,Application Analyst - Developer .Net (Microsoft BizTalk),Picanol Group,,Ieper,Meer dan 30 dagen geleden,
676,Front-End Developer,LoQutus,,Gent,Meer dan 30 dagen geleden,
677,.NET developer(s),Luon,,Mechelen,Meer dan 30 dagen geleden,
678,Business Analyst SAP - Materials & Warehouse Management,Joris Ide,,Zwevezele,Meer dan 30 dagen geleden,
679,Business Analyst – Machine Learning,Proactive.IT Appointments,,Brussel,Meer dan 30 dagen geleden,
680,ERP Functional Analist,Sarens,"3,8",Wolvertem,Meer dan 30 dagen geleden,
681,Business Systems Analyst,Wolters Kluwer,"3,6",Gent,Meer dan 30 dagen geleden,
691,Dr. Oetker Business Sales Analyst,WorldBridge Partners Benelux,,Diegem,Meer dan 30 dagen geleden,
692,Software Engineer (H/F),Cooder,,Leuven,Meer dan 30 dagen geleden,
693,New Data Platform Functional Analyst - Designer,Connect People Sprl,,Brussel,Meer dan 30 dagen geleden,
694,Stage - Marketing Digital - Assistant(e) Data Analyst,RTL Belgium SA,,Brussel,Meer dan 30 dagen geleden,
695,Valuation Analyst - Real Estate,D-Network,,Brussel-Hoofdstad,Meer dan 30 dagen geleden,
696,Strategic Account Manager MuleSoft,Salesforce,,Zaventem,Meer dan 30 dagen geleden,
697,Project Manager - financial risk & data compliancy (D&F),TiTANS,,België,Meer dan 30 dagen geleden,
698,Strategic Account Manager Luxembourg (Belgian Contract),Salesforce,,Zaventem,Meer dan 30 dagen geleden,
699,FINANCIAL REPORTING ANALYST | Roeselare,James Woodman,"4,8",Roeselare,Meer dan 30 dagen geleden,€50.000 - €60.000 per jaar
700,Product Catalogue Domain Architect,Proximus Group,"3,9",Brussel,17 dagen geleden,
701,Salesforce Analyst/ Developer,Talent-IT,,Brussel,21 dagen geleden,
702,Cloud Architect,LoQutus,,Gent,Meer dan 30 dagen geleden,
703,Sales Coordinator – NAO/PAO,A Priori,,Diegem,Meer dan 30 dagen geleden,
704,IT BUSINESS ANALYST (M/V),Experza,"5,0",Waregem,Meer dan 30 dagen geleden,
705,SAS Analyst Developer,Talent-IT,,Brussel,21 dagen geleden,
706,Back end Developer (H/F),Dhr. Smet,,Sint-Niklaas,Meer dan 30 dagen geleden,
707,Business analist,Connect-ICT,,Beerse,Meer dan 30 dagen geleden,
708,Technical Expert Digital Analytics,Colruyt Group,"3,9",Halle,Meer dan 30 dagen geleden,
709,Production Analyst,Target Recruitment,"4,8",Brussel-Hoofdstad,Meer dan 30 dagen geleden,
710,Application Analyst,Compusearch,,Brussel,Meer dan 30 dagen geleden,
711,Corporate Finance Analyst,Ergon jobs,,Sint-Lambrechts-Woluwe,Meer dan 30 dagen geleden,
712,Technical-Functional Designer,TiTANS,,Brussel,Meer dan 30 dagen geleden,
713,Actuarieel Analist Senior - Non Life Pricing & Reinsurance,Ethias,"4,4",Luik (stad),Meer dan 30 dagen geleden,
714,"Product Manager, Data Marketplace",Collibra,,Brussel,Meer dan 30 dagen geleden,
715,BI analist,Target Recruitment,"4,8",Brussel-Hoofdstad,Meer dan 30 dagen geleden,
716,Big Data (Cloud) Engineer,Telenet,"3,8",Mechelen,Meer dan 30 dagen geleden,
717,Sales Analyst Eastpak Emea - Temporary Contract 6 Months,Vf International,,Antwerpen (stad),Meer dan 30 dagen geleden,
718,SD Business Analyst and SAP Architect,Perrigo Company,"3,7",Nazareth,Meer dan 30 dagen geleden,
719,Solution Engineer,Skryv,,Brussel,Meer dan 30 dagen geleden,
720,Data Base Administrator/Architect,D-Network,,Brussel-Hoofdstad,Meer dan 30 dagen geleden,
721,FUNCTIONAL ANALIST,NARATO,,Kontich,Meer dan 30 dagen geleden,
722,FUNCTIONAL ANALYST - DYNAMICS 365,iStorm,,Verviers,Meer dan 30 dagen geleden,
723,Senior SAP Business Analyst,Barry Callebaut,"3,5",Lebbeke Wieze,Meer dan 30 dagen geleden,
724,Business Intelligence Analyst,Visser van Baars Belgium,,Oost-Vlaanderen,Meer dan 30 dagen geleden,
725,FREELANCE FUNCTIONAL ANALYST | sql + bi,Eyetech Solutions,"4,8",Brussel,Meer dan 30 dagen geleden,
726,Clinical Quality Risk Management Analyst,"Medpace, Inc.",,Leuven,Meer dan 30 dagen geleden,
727,API Analyst,Connect People Sprl,,Brussel,Meer dan 30 dagen geleden,
728,SAP Supply Chain Planning Consultant,delaware,"3,8",België,Meer dan 30 dagen geleden,
729,Risk Analyst in the energy sector,Randstad,"3,7",Etterbeek,Meer dan 30 dagen geleden,
730,Logistics/Supply Chain Engineer,Colruyt Group,"3,9",Halle,Meer dan 30 dagen geleden,
731,Exploitation Analyst -Long term Brussels,Sparagus,,Brussel,Meer dan 30 dagen geleden,
732,Data Engineer,Visser & Van Baars,,Vlaams-Brabant,Meer dan 30 dagen geleden,
733,IT Analyst AS400 @ Grandeco,Amon Consultants,,West-Vlaanderen,Meer dan 30 dagen geleden,
734,Senior data analyst,Adecco,"3,8",Diegem,Meer dan 30 dagen geleden,
735,Functional analyst,Visser & Van Baars,,Brussel,Meer dan 30 dagen geleden,
736,RWE Lead Scientist UK/Belgium/US/Germany,UCB S.A.,"3,8",Anderlecht,Meer dan 30 dagen geleden,
737,Functional analyst BI H/F,Klanik,,Brussel,Meer dan 30 dagen geleden,
738,Senior Functional Analyst,itjobs4you.be,,Zaventem,Zojuist geplaatst,
739,Business Analyst,Contraste Group,,Brussel,Meer dan 30 dagen geleden,
747,Medical Information Analytics & Digital Lead,UCB S.A.,"3,8",Anderlecht,Meer dan 30 dagen geleden,
748,Junior Analyst,Visser van Baars Belgium,,Antwerpen (stad),Meer dan 30 dagen geleden,
749,Senior Financial Analyst,Robert Half Belgium,"3,9",Vilvoorde,Meer dan 30 dagen geleden,
750,CIRT Expert,Euroclear,"4,0",Brussel,Meer dan 30 dagen geleden,
751,BI business analist,Target Recruitment,"4,8",Brussel-Hoofdstad,18 dagen geleden,
752,Teamlead Planning,Dixon & Company,"5,0",Antwerpen (stad),Meer dan 30 dagen geleden,
753,Software Engineer M/W/X (H/F/X) NIVELLES,FEATURES ANALYTICS,,Nijvel,Meer dan 30 dagen geleden,
754,Solution Designer,Argenta,"3,5",Antwerpen (stad),Meer dan 30 dagen geleden,
755,aankoop en planning analyst,Forum Jobs,"4,0",Desselgem,Meer dan 30 dagen geleden,
756,Technical Product Owner,TTNI,,Zaventem,Meer dan 30 dagen geleden,
757,Commercial Business Analyst,Executive Talents,,Vlaams-Brabant,Meer dan 30 dagen geleden,
758,Analyst Programmer Java / Web,CIBG,,Brussel,Meer dan 30 dagen geleden,
759,Business Excellence Manager Belux Oncology,IQVIA,"3,8",Vilvoorde,Meer dan 30 dagen geleden,
760,Technical Leader ABAP,CIBG,,Brussel,Meer dan 30 dagen geleden,
761,Project Medewerker Aankoopprocessen,The House of Procurement BV,,Gent,Meer dan 30 dagen geleden,
762,IT BUSINESS ANALIST,AT Recruitment,,Antwerpen (stad),4 dagen geleden,
763,Business analist (dOMG) via Vlaanderen connect.,Vlaanderen Connect.,,Brussel,Meer dan 30 dagen geleden,
764,Commercial Operations Manager,Pinnacle Recruitment,,Brussel,Meer dan 30 dagen geleden,
765,Salesforce Developer,asUgo,,Brussel,Meer dan 30 dagen geleden,
766,Junior Analyst,Visser & Van Baars,,Antwerpen (stad),Meer dan 30 dagen geleden,
767,Senior Business Analyst,Brainbridge,"5,0",Gent,5 dagen geleden,
768,Scrum Master -12 months -2 days remote working -Brussels,Sparagus,,Brussel,Meer dan 30 dagen geleden,
769,Data specialist/Manager,USG Professionals,"3,6",Brussel,7 dagen geleden,
770,Project Manager/Business Analyst Product Tax Projects,ERGO Insurance,"3,6",Brussel,Meer dan 30 dagen geleden,
771,Data Analist Digital Marketing m/v,Daoust,"3,5",Erpe-Mere,3 dagen geleden,
772,Functional Analyst,Sparagus,,Leuven,Meer dan 30 dagen geleden,
773,Business Analist @ Vlaanderen Connect (Departement Omgeving),Amon Consultants,,Vlaams-Brabant,Meer dan 30 dagen geleden,
774,Reporting officer,Select,"4,5",Charleroi,20 dagen geleden,
775,Medewerker marktanalyse,Start People,"3,5",Opglabbeek,25 dagen geleden,
